Gene.Name	Enhancer	enh.chr	enh.start	enh.end
Pde4b	chr4:102572053..102572454	chr4	102244658	102245059
Pde4b	chr4:102574309..102574710	chr4	102246914	102247315
Pde4b	chr4:102608000..102608401	chr4	102280605	102281006
Pde4b	chr4:102617343..102617744	chr4	102289948	102290349
Pde4b	chr4:102624141..102624542	chr4	102296746	102297147
Pde4b	chr4:102647058..102647459	chr4	102319663	102320064
Pdgfa	chr5:139060456..139060857	chr5	139536410	139536811
Pdgfrl	chr8:40584683..40585084	chr8	41670037	41670438
Pdpn	chr4:143278370..143278771	chr4	142868273	142868674
Pdpn	chr4:143288863..143289264	chr4	142878766	142879167
Peli1	chr11:21014881..21015282	chr11	20914884	20915285
Peli1	chr11:21046191..21046592	chr11	20946194	20946595
Peli1	chr11:21048663..21049064	chr11	20948666	20949067
Peli1	chr11:21082717..21083118	chr11	20982720	20983121
Peli1	chr11:21220712..21221113	chr11	21120715	21121116
Peli1	chr11:21223560..21223961	chr11	21123563	21123964
Peli1	chr11:21225053..21225454	chr11	21125056	21125457
Pfkfb3	chr2:11429614..11430015	chr2	11351241	11351642
Pfkfb3	chr2:11535397..11535798	chr2	11457024	11457425
Phc2	chr4:128733480..128733881	chr4	128410724	128411125
Phc2	chr4:128741151..128741552	chr4	128418395	128418796
Phc2	chr4:128811363..128811764	chr4	128488607	128489008
Phlda1	chr10:111163663..111164064	chr10	110600719	110601120
Phlpp1	chr1:106321420..106321821	chr1	108217997	108218398
Phlpp1	chr1:106345223..106345624	chr1	108241800	108242201
Phlpp1	chr1:106351500..106351901	chr1	108248077	108248478
Phlpp1	chr1:106394655..106395056	chr1	108291232	108291633
Pi4k2b	chr5:52794273..52794674	chr5	53185512	53185913
Piezo1	chr8:122039407..122039808	chr8	124563307	124563708
Piezo1	chr8:122547758..122548159	chr8	125071658	125072059
Piezo1	chr8:122549034..122549435	chr8	125072934	125073335
Piezo1	chr8:122550130..122550531	chr8	125074030	125074431
Piezo1	chr8:122555970..122556371	chr8	125079870	125080271
Piezo1	chr8:122556616..122557017	chr8	125080516	125080917
Piezo1	chr8:122557615..122558016	chr8	125081515	125081916
Pik3r5	chr11:68458062..68458463	chr11	68271564	68271965
Pim1	chr17:29080726..29081127	chr17	29217671	29218072
Pim1	chr17:29081984..29082385	chr17	29218929	29219330
Pim1	chr17:29384885..29385286	chr17	29521830	29522231
Pim1	chr17:29393637..29394038	chr17	29530582	29530983
Pim1	chr17:29394116..29394517	chr17	29531061	29531462
Pim1	chr17:29398085..29398486	chr17	29535030	29535431
Pim1	chr17:29431770..29432171	chr17	29568715	29569116
Pim1	chr17:29434581..29434982	chr17	29571526	29571927
Pim1	chr17:29439889..29440290	chr17	29576834	29577235
Pim1	chr17:29441471..29441872	chr17	29578416	29578817
Pip5k1a	chr3:95643236..95643637	chr3	95447158	95447559
Pip5k1a	chr3:95645252..95645653	chr3	95449174	95449575
Pip5k1a	chr3:95647982..95648383	chr3	95451904	95452305
Pip5k1a	chr3:95993813..95994214	chr3	95797736	95798137
Pkn2	chr3:144123420..144123821	chr3	143786384	143786785
Pkn2	chr3:144137484..144137885	chr3	143800448	143800849
Pkn2	chr3:144138637..144139038	chr3	143801601	143802002
Pkn2	chr3:144198370..144198771	chr3	143861334	143861735
Pla2g4a	chr1:149856816..149857217	chr1	151703946	151704347
Pla2g4a	chr1:149947631..149948032	chr1	151794761	151795162
Pla2g4a	chr1:149949338..149949739	chr1	151796468	151796869
Pla2g4a	chr1:149955524..149955925	chr1	151802654	151803055
Pla2g4a	chr1:150197756..150198157	chr1	152044886	152045287
Pla2g4a	chr1:150203036..150203437	chr1	152050166	152050567
Plagl1	chr10:13303845..13304246	chr10	13023651	13024052
Plagl1	chr10:13304685..13305086	chr10	13024491	13024892
Plagl2	chr2:153145272..153145673	chr2	152971008	152971409
Plagl2	chr2:153147740..153148141	chr2	152973476	152973877
Plagl2	chr2:153170361..153170762	chr2	152996097	152996498
Plaur	chr7:24387282..24387683	chr7	25172301	25172702
Plaur	chr7:24389469..24389870	chr7	25174488	25174889
Plaur	chr7:24390125..24390526	chr7	25175144	25175545
Plaur	chr7:24442251..24442652	chr7	25227270	25227671
Plcxd2	chr16:45372514..45372915	chr16	45372627	45373028
Plcxd2	chr16:45376835..45377236	chr16	45376948	45377349
Plec	chr15:76218986..76219387	chr15	76049416	76049817
Plec	chr15:76312264..76312665	chr15	76142694	76143095
Plek	chr11:16977000..16977401	chr11	16877003	16877404
Plek	chr11:16979657..16980058	chr11	16879660	16880061
Plek	chr11:16980001..16980402	chr11	16880004	16880405
Plek	chr11:17004956..17005357	chr11	16904959	16905360
Plekha2	chr8:25027994..25028395	chr8	26138466	26138867
Plekha2	chr8:25066749..25067150	chr8	26177221	26177622
Plekha2	chr8:25097886..25098287	chr8	26208358	26208759
Plekha2	chr8:25099504..25099905	chr8	26209976	26210377
Plekha2	chr8:25105472..25105873	chr8	26215944	26216345
Plekha2	chr8:25194249..25194650	chr8	26304721	26305122
Plekhf2	chr4:10952451..10952852	chr4	10879598	10879999
Plekhf2	chr4:10976591..10976992	chr4	10903738	10904139
Plekho2	chr9:65524367..65524768	chr9	65372174	65372575
Plekho2	chr9:65525416..65525817	chr9	65373223	65373624
Plekho2	chr9:65525839..65526240	chr9	65373646	65374047
Plekho2	chr9:65528344..65528745	chr9	65376151	65376552
Plekho2	chr9:65528821..65529222	chr9	65376628	65377029
Plekho2	chr9:65538724..65539125	chr9	65386531	65386932
Plekho2	chr9:65545609..65546010	chr9	65393416	65393817
Plekho2	chr9:65546394..65546795	chr9	65394201	65394602
Plekho2	chr9:65547894..65548295	chr9	65395701	65396102
Plekho2	chr9:65568844..65569245	chr9	65416651	65417052
Plekho2	chr9:65576789..65577190	chr9	65424596	65424997
Plk2	chr13:110545382..110545783	chr13	111335590	111335991
Plk2	chr13:110568453..110568854	chr13	111358661	111359062
Plk2	chr13:110568993..110569394	chr13	111359201	111359602
Plk2	chr13:110600005..110600406	chr13	111390213	111390614
Plk2	chr13:110601850..110602251	chr13	111392058	111392459
Plk2	chr13:110929574..110929975	chr13	111719782	111720183
Plk2	chr13:110941592..110941993	chr13	111731800	111732201
Plk2	chr13:110942807..110943208	chr13	111733015	111733416
Plk2	chr13:110972133..110972534	chr13	111762341	111762742
Pls3	chrX:75834326..75834727	chrX	73079665	73080066
Plxna1	chr6:88990371..88990772	chr6	88940365	88940766
Plxna1	chr6:89368640..89369041	chr6	89318634	89319035
Plxna1	chr6:89413584..89413985	chr6	89363578	89363979
Plxna1	chr6:89415155..89415556	chr6	89365149	89365550
Pmp22	chr11:63098632..63099033	chr11	62912134	62912535
Polr2g	chr19:9058916..9059317	chr19	9133406	9133807
Polr2g	chr19:9082508..9082909	chr19	9156998	9157399
Ppap2a	chr13:112760456..112760857	chr13	113550664	113551065
Ppap2b	chr4:105268754..105269155	chr4	104941359	104941760
Ppap2b	chr4:105286246..105286647	chr4	104958851	104959252
Ppfia1	chr7:144569396..144569797	chr7	151755301	151755702
Ppfia1	chr7:144570528..144570929	chr7	151756433	151756834
Ppfibp1	chr6:146751639..146752040	chr6	146700161	146700562
Ppfibp1	chr6:146756753..146757154	chr6	146705275	146705676
Ppfibp2	chr7:107664234..107664635	chr7	114807748	114808149
Ppfibp2	chr7:107666499..107666900	chr7	114810013	114810414
Ppme1	chr7:100046955..100047356	chr7	107195465	107195866
Ppp1cb	chr5:33096255..33096656	chr5	33438904	33439305
Ppp1r15b	chr1:133134325..133134726	chr1	135030902	135031303
Ppp2ca	chr11:51833422..51833823	chr11	51646924	51647325
Ppp2ca	chr11:53299371..53299772	chr11	53112873	53113274
Ppp4r2	chr6:100800515..100800916	chr6	100750509	100750910
Prkar2b	chr12:32110796..32111197	chr12	32795661	32796062
Prkar2b	chr12:32156955..32157356	chr12	32841820	32842221
Prkar2b	chr12:32182651..32183052	chr12	32867516	32867917
Prkar2b	chr12:32183046..32183447	chr12	32867911	32868312
Prkrip1	chr5:135957490..135957891	chr5	136433360	136433761
Prkrip1	chr5:136007781..136008182	chr5	136483651	136484052
Prkrip1	chr5:136034913..136035314	chr5	136510783	136511184
Prkx	chrX:75834326..75834727	chrX	73079665	73080066
Prokr1	chr6:87502742..87503143	chr6	87452736	87453137
Prokr1	chr6:87534809..87535210	chr6	87484803	87485204
Prosc	chr8:27261149..27261550	chr8	28371621	28372022
Psd4	chr2:24304532..24304933	chr2	24160052	24160453
Psd4	chr2:24311644..24312045	chr2	24167164	24167565
Psd4	chr2:24315469..24315870	chr2	24170989	24171390
Psd4	chr2:24341391..24341792	chr2	24196911	24197312
Psd4	chr2:24777363..24777764	chr2	24632883	24633284
Psip1	chr4:83315133..83315534	chr4	82961037	82961438
Psip1	chr4:83497089..83497490	chr4	83142993	83143394
Psma6	chr12:55368480..55368881	chr12	56469467	56469868
Psma6	chr12:55388474..55388875	chr12	56489461	56489862
Psma6	chr12:55389718..55390119	chr12	56490705	56491106
Psma6	chr12:55443150..55443551	chr12	56544137	56544538
Psma6	chr12:55446587..55446988	chr12	56547574	56547975
Psma6	chr12:55465574..55465975	chr12	56566561	56566962
Psma6	chr12:55466260..55466661	chr12	56567247	56567648
Psma6	chr12:55466876..55467277	chr12	56567863	56568264
Psma6	chr12:55473930..55474331	chr12	56574917	56575318
Psmb6	chr11:70785916..70786317	chr11	70599418	70599819
Psmd11	chr11:82004698..82005099	chr11	81818200	81818601
Psmd11	chr11:82023795..82024196	chr11	81837297	81837698
Psmd14	chr2:61610813..61611214	chr2	61448870	61449271
Psmd14	chr2:62648663..62649064	chr2	62486720	62487121
Psmd14	chr2:62680964..62681365	chr2	62519021	62519422
Psmd8	chr7:29042137..29042538	chr7	29827156	29827557
Ptafr	chr4:132567480..132567881	chr4	132123395	132123796
Ptafr	chr4:132588495..132588896	chr4	132144410	132144811
Ptafr	chr4:132591282..132591683	chr4	132147197	132147598
Ptafr	chr4:132610576..132610977	chr4	132166491	132166892
Ptafr	chr4:132617844..132618245	chr4	132173759	132174160
Ptafr	chr4:132748711..132749112	chr4	132304626	132305027
Ptbp1	chr10:80935316..80935717	chr10	80398061	80398462
Ptbp1	chr10:81298729..81299130	chr10	80761474	80761875
Ptgs2	chr1:149856816..149857217	chr1	151703946	151704347
Ptgs2	chr1:149946916..149947317	chr1	151794046	151794447
Ptgs2	chr1:149947631..149948032	chr1	151794761	151795162
Ptgs2	chr1:149953984..149954385	chr1	151801114	151801515
Ptgs2	chr1:149955524..149955925	chr1	151802654	151803055
Ptgs2	chr1:150151212..150151613	chr1	151998342	151998743
Ptgs2	chr1:150197756..150198157	chr1	152044886	152045287
Ptgs2	chr1:150203036..150203437	chr1	152050166	152050567
Ptpn1	chr2:167742439..167742840	chr2	167567939	167568340
Ptpn1	chr2:167747433..167747834	chr2	167572933	167573334
Ptpn1	chr2:167751622..167752023	chr2	167577122	167577523
Ptpn1	chr2:167752792..167753193	chr2	167578292	167578693
Ptpn1	chr2:167753884..167754285	chr2	167579384	167579785
Ptpn1	chr2:167759919..167760320	chr2	167585419	167585820
Ptpn1	chr2:167761583..167761984	chr2	167587083	167587484
Ptpn1	chr2:167769775..167770176	chr2	167595275	167595676
Ptpn1	chr2:167804990..167805391	chr2	167630490	167630891
Ptpn1	chr2:167815141..167815542	chr2	167640641	167641042
Ptpn1	chr2:167909874..167910275	chr2	167735374	167735775
Ptpn1	chr2:167924827..167925228	chr2	167750327	167750728
Ptpn1	chr2:167926020..167926421	chr2	167751520	167751921
Ptpn12	chr5:21189004..21189405	chr5	20694822	20695223
Ptpn2	chr18:67698473..67698874	chr18	67858127	67858528
Ptpn2	chr18:67700416..67700817	chr18	67860070	67860471
Ptpn23	chr9:111062911..111063312	chr9	110965415	110965816
Ptpn23	chr9:111094596..111094997	chr9	110997100	110997501
Ptprj	chr2:90500843..90501244	chr2	90341000	90341401
Ptprj	chr2:90503442..90503843	chr2	90343599	90344000
Ptprj	chr2:90504727..90505128	chr2	90344884	90345285
Ptprj	chr2:90505416..90505817	chr2	90345573	90345974
Ptprj	chr2:90532441..90532842	chr2	90372598	90372999
Ptprj	chr2:90547773..90548174	chr2	90387930	90388331
Ptprj	chr2:90551273..90551674	chr2	90391430	90391831
Ptprj	chr2:90569226..90569627	chr2	90409383	90409784
Ptprj	chr2:90571105..90571506	chr2	90411262	90411663
Rab10	chr12:3359996..3360397	chr12	3359996	3360397
Rab10	chr12:3392383..3392784	chr12	3392383	3392784
Rab10	chr12:3740040..3740441	chr12	3740040	3740441
Rab10	chr12:3813889..3814290	chr12	3813889	3814290
Rab11fip1	chr8:27159248..27159649	chr8	28269720	28270121
Rab11fip1	chr8:27168208..27168609	chr8	28278680	28279081
Rab11fip1	chr8:27261149..27261550	chr8	28371621	28372022
Rab20	chr8:11451999..11452400	chr8	11451999	11452400
Rab20	chr8:11460871..11461272	chr8	11460871	11461272
Rab20	chr8:11463713..11464114	chr8	11463713	11464114
Rab20	chr8:11464207..11464608	chr8	11464207	11464608
Rab20	chr8:11475669..11476070	chr8	11475669	11476070
Rab20	chr8:11476716..11477117	chr8	11476716	11477117
Rab20	chr8:13027726..13028127	chr8	13027726	13028127
Rab8b	chr9:66123130..66123531	chr9	65970937	65971338
Rab8b	chr9:66873616..66874017	chr9	66721423	66721824
Rab8b	chr9:66877302..66877703	chr9	66725109	66725510
Rab8b	chr9:66881918..66882319	chr9	66729725	66730126
Rab8b	chr9:66882350..66882751	chr9	66730157	66730558
Rab8b	chr9:66886835..66887236	chr9	66734642	66735043
Rab8b	chr9:67013565..67013966	chr9	66861372	66861773
Rai14	chr15:10758701..10759102	chr15	10688456	10688857
Rai14	chr15:10759984..10760385	chr15	10689739	10690140
Rai14	chr15:10898362..10898763	chr15	10828117	10828518
Ralgds	chr2:28440842..28441243	chr2	28296362	28296763
Ralgds	chr2:28524390..28524791	chr2	28379910	28380311
Ralgds	chr2:28525236..28525637	chr2	28380756	28381157
Ralgds	chr2:28536045..28536446	chr2	28391565	28391966
Ralgds	chr2:28537454..28537855	chr2	28392974	28393375
Ralgds	chr2:28539206..28539607	chr2	28394726	28395127
Ranbp2	chr10:58529878..58530279	chr10	57992626	57993027
Ranbp2	chr10:59236394..59236795	chr10	58699142	58699543
Ranbp2	chr10:59237718..59238119	chr10	58700466	58700867
Ranbp2	chr10:59589356..59589757	chr10	59052104	59052505
Rap1b	chr10:117867272..117867673	chr10	117304328	117304729
Rap1b	chr10:117906157..117906558	chr10	117343213	117343614
Rap1b	chr10:117906546..117906947	chr10	117343602	117344003
Rap1b	chr10:117909173..117909574	chr10	117346229	117346630
Rap1b	chr10:117940887..117941288	chr10	117377943	117378344
Rap1b	chr10:117982544..117982945	chr10	117419600	117420001
Rap2a	chr14:120297321..120297722	chr14	120696543	120696944
Rap2a	chr14:120422793..120423194	chr14	120822015	120822416
Rap2a	chr14:120434173..120434574	chr14	120833395	120833796
Rap2a	chr14:120525665..120526066	chr14	120924887	120925288
Rapgef1	chr2:29621144..29621545	chr2	29476664	29477065
Rapgef1	chr2:29623929..29624330	chr2	29479449	29479850
Rapgef1	chr2:29624803..29625204	chr2	29480323	29480724
Rapgef1	chr2:29632008..29632409	chr2	29487528	29487929
Rars	chr11:35837686..35838087	chr11	35651188	35651589
Rasa2	chr9:96705560..96705961	chr9	96605979	96606380
Rasa2	chr9:96783277..96783678	chr9	96683696	96684097
Rasa4	chr5:135906881..135907282	chr5	136382751	136383152
Rasa4	chr5:135956440..135956841	chr5	136432310	136432711
Rasa4	chr5:135957490..135957891	chr5	136433360	136433761
Rasa4	chr5:136464234..136464635	chr5	136940104	136940505
Rasgef1b	chr5:99358002..99358403	chr5	99787021	99787422
Rasgef1b	chr5:99360081..99360482	chr5	99789100	99789501
Rasgef1b	chr5:99363297..99363698	chr5	99792316	99792717
Rasgef1b	chr5:99365191..99365592	chr5	99794210	99794611
Rasgef1b	chr5:99414256..99414657	chr5	99843275	99843676
Rasgef1b	chr5:99414968..99415369	chr5	99843987	99844388
Rasgrp1	chr2:116990123..116990524	chr2	116815859	116816260
Rasgrp1	chr2:116999692..117000093	chr2	116825428	116825829
Rasgrp1	chr2:117298926..117299327	chr2	117124662	117125063
Rasgrp1	chr2:117299758..117300159	chr2	117125494	117125895
Rasgrp1	chr2:117304371..117304772	chr2	117130107	117130508
Rasgrp1	chr2:117328627..117329028	chr2	117154363	117154764
Rbbp8	chr18:11697703..11698104	chr18	11856212	11856613
Rbl1	chr2:156869628..156870029	chr2	156695364	156695765
Rbl1	chr2:157138845..157139246	chr2	156964581	156964982
Rbl1	chr2:157200852..157201253	chr2	157026588	157026989
Rbm7	chr9:47733580..47733981	chr9	47541663	47542064
Rbms1	chr2:60810600..60811001	chr2	60648657	60649058
Rbms1	chr2:60821646..60822047	chr2	60659703	60660104
Rbms1	chr2:60863260..60863661	chr2	60701317	60701718
Rbms1	chr2:60867914..60868315	chr2	60705971	60706372
Rbms1	chr2:60877985..60878386	chr2	60716042	60716443
Rbms1	chr2:60883892..60884293	chr2	60721949	60722350
Rbms1	chr2:60901380..60901781	chr2	60739437	60739838
Rbms1	chr2:61476140..61476541	chr2	61314197	61314598
Rbms1	chr2:61489772..61490173	chr2	61327829	61328230
Rbms1	chr2:61514043..61514444	chr2	61352100	61352501
Rbpj	chr5:53378607..53379008	chr5	53769846	53770247
Rbpj	chr5:53381500..53381901	chr5	53772739	53773140
Rbpj	chr5:53393755..53394156	chr5	53784994	53785395
Rbpj	chr5:53543416..53543817	chr5	53934655	53935056
Rcan1	chr16:92864109..92864510	chr16	92864354	92864755
Rcl1	chr19:29176475..29176876	chr19	29250965	29251366
Rel	chr11:23754281..23754682	chr11	23654281	23654682
Rela	chr19:5724492..5724893	chr19	5724492	5724893
Rela	chr19:5925501..5925902	chr19	5925501	5925902
Rela	chr19:5929998..5930399	chr19	5929998	5930399
Rela	chr19:5931597..5931998	chr19	5931597	5931998
Rela	chr19:5952244..5952645	chr19	5952244	5952645
Rela	chr19:5954593..5954994	chr19	5954593	5954994
Rela	chr19:6277641..6278042	chr19	6277641	6278042
Rela	chr19:6278067..6278468	chr19	6278067	6278468
Reps1	chr10:18022247..18022648	chr10	17742053	17742454
Reps1	chr10:18059766..18060167	chr10	17779572	17779973
Rffl	chr11:83043958..83044359	chr11	82857460	82857861
Rffl	chr11:83044493..83044894	chr11	82857995	82858396
Rffl	chr11:83045539..83045940	chr11	82859041	82859442
Rffl	chr11:83046632..83047033	chr11	82860134	82860535
Rgl1	chr1:152526712..152527113	chr1	154373842	154374243
Rgl1	chr1:152528911..152529312	chr1	154376041	154376442
Rgl1	chr1:152540545..152540946	chr1	154387675	154388076
Rgs1	chr1:144202903..144203304	chr1	146050033	146050434
Rgs1	chr1:144206102..144206503	chr1	146053232	146053633
Rgs1	chr1:144314500..144314901	chr1	146161630	146162031
Rgs1	chr1:144317565..144317966	chr1	146164695	146165096
Rhbdf2	chr11:116620115..116620516	chr11	116481429	116481830
Rhbdf2	chr11:116621208..116621609	chr11	116482522	116482923
Rhbdf2	chr11:116623013..116623414	chr11	116484327	116484728
Rhou	chr8:123793854..123794255	chr8	126317754	126318155
Rilpl2	chr5:123832404..123832805	chr5	124282413	124282814
Rilpl2	chr5:123858514..123858915	chr5	124308523	124308924
Rilpl2	chr5:123862320..123862721	chr5	124312329	124312730
Rilpl2	chr5:123862627..123863028	chr5	124312636	124313037
Rilpl2	chr5:123893504..123893905	chr5	124343513	124343914
Rilpl2	chr5:124050363..124050764	chr5	124500372	124500773
Rilpl2	chr5:124496841..124497242	chr5	124946850	124947251
Riok3	chr18:12130611..12131012	chr18	12289120	12289521
Riok3	chr18:12131250..12131651	chr18	12289759	12290160
Ripk2	chr4:15990396..15990797	chr4	15917543	15917944
Ripk2	chr4:15994425..15994826	chr4	15921572	15921973
Ripk2	chr4:16071324..16071725	chr4	15998471	15998872
Ripk2	chr4:16086631..16087032	chr4	16013778	16014179
Ripk2	chr4:16101967..16102368	chr4	16029114	16029515
Ripk2	chr4:16158951..16159352	chr4	16086098	16086499
Ripk2	chr4:16160007..16160408	chr4	16087154	16087555
Rnf2	chr1:151686725..151687126	chr1	153533855	153534256
Rnf213	chr11:119394734..119395135	chr11	119256048	119256449
Rnf213	chr11:119395263..119395664	chr11	119256577	119256978
Rnf213	chr11:119682233..119682634	chr11	119543547	119543948
Rnf24	chr2:131392832..131393233	chr2	131218568	131218969
Rnf24	chr2:131423574..131423975	chr2	131249310	131249711
Rnf24	chr2:131426402..131426803	chr2	131252138	131252539
Rnf24	chr2:131430370..131430771	chr2	131256106	131256507
Rnf24	chr2:131436048..131436449	chr2	131261784	131262185
Rnf4	chr5:33829319..33829720	chr5	34171968	34172369
Rnf4	chr5:34534910..34535311	chr5	34877559	34877960
Rpl41	chr10:128097594..128097995	chr10	127534650	127535051
Rpl41	chr10:128536246..128536647	chr10	127973302	127973703
Rpl41	chr10:128808505..128808906	chr10	128245561	128245962
Rps6ka2	chr17:7161984..7162385	chr17	7366333	7366734
Rps6ka2	chr17:7163895..7164296	chr17	7368244	7368645
Rrp7a	chr15:82148633..82149034	chr15	81979063	81979464
Rsad2	chr12:26460124..26460525	chr12	27144989	27145390
Rsbn1	chr3:105023287..105023688	chr3	104826205	104826606
Rsbn1	chr3:105049498..105049899	chr3	104852416	104852817
Rsbn1	chr3:105059875..105060276	chr3	104862793	104863194
Rsrc2	chr5:123832404..123832805	chr5	124282413	124282814
Rsrc2	chr5:123858514..123858915	chr5	124308523	124308924
Rsrc2	chr5:123862627..123863028	chr5	124312636	124313037
Rsrc2	chr5:123893504..123893905	chr5	124343513	124343914
Rsrc2	chr5:123897383..123897784	chr5	124347392	124347793
Rsrc2	chr5:124074928..124075329	chr5	124524937	124525338
Rsrc2	chr5:124496841..124497242	chr5	124946850	124947251
Runx3	chr4:135269983..135270384	chr4	134825898	134826299
Runx3	chr4:135312667..135313068	chr4	134868582	134868983
Rybp	chr6:100438639..100439040	chr6	100388633	100389034
Rybp	chr6:100799229..100799630	chr6	100749223	100749624
Rybp	chr6:100800515..100800916	chr6	100750509	100750910
Samd9l	chr6:5233737..5234138	chr6	5183737	5184138
Samhd1	chr2:157138845..157139246	chr2	156964581	156964982
Samsn1	chr16:75855401..75855802	chr16	75855646	75856047
Samsn1	chr16:75961096..75961497	chr16	75961341	75961742
Sap30	chr8:57589367..57589768	chr8	60068164	60068565
Sap30	chr8:57591320..57591721	chr8	60070117	60070518
Sap30	chr8:57593970..57594371	chr8	60072767	60073168
Sbno1	chr5:123832404..123832805	chr5	124282413	124282814
Sbno1	chr5:123858514..123858915	chr5	124308523	124308924
Sbno1	chr5:123862320..123862721	chr5	124312329	124312730
Sbno1	chr5:123862627..123863028	chr5	124312636	124313037
Sbno1	chr5:123893504..123893905	chr5	124343513	124343914
Sbno1	chr5:123897383..123897784	chr5	124347392	124347793
Sbno1	chr5:124052205..124052606	chr5	124502214	124502615
Sbno1	chr5:124074928..124075329	chr5	124524937	124525338
Sbno1	chr5:124475781..124476182	chr5	124925790	124926191
Sbno1	chr5:124496841..124497242	chr5	124946850	124947251
Sdc1	chr12:8801884..8802285	chr12	8808690	8809091
Sdc1	chr12:8854285..8854686	chr12	8861091	8861492
Sde2	chr1:180835287..180835688	chr1	182765418	182765819
Sde2	chr1:180848829..180849230	chr1	182778960	182779361
Sec23b	chr2:144009472..144009873	chr2	143835208	143835609
Sec23b	chr2:144213827..144214228	chr2	144039563	144039964
Sec24a	chr11:53299371..53299772	chr11	53112873	53113274
Sec24b	chr3:130073031..130073432	chr3	129775949	129776350
Sec61g	chr11:16979657..16980058	chr11	16879660	16880061
Sec61g	chr11:16980001..16980402	chr11	16880004	16880405
Sec61g	chr11:16998881..16999282	chr11	16898884	16899285
Seh1l	chr18:67698473..67698874	chr18	67858127	67858528
Seh1l	chr18:67700416..67700817	chr18	67860070	67860471
Sema4c	chr1:36571568..36571969	chr1	36628413	36628814
Serpinb1b	chr13:33077392..33077793	chr13	33169261	33169662
Serpinb9	chr13:33077392..33077793	chr13	33169261	33169662
Serpine2	chr1:80025777..80026178	chr1	80022352	80022753
Sertad1	chr7:27575148..27575549	chr7	28360167	28360568
Sertad2	chr11:20531857..20532258	chr11	20431860	20432261
Setd8	chr5:123376665..123377066	chr5	123826674	123827075
Setd8	chr5:124050363..124050764	chr5	124500372	124500773
Setd8	chr5:124475781..124476182	chr5	124925790	124926191
Sf1	chr19:5724492..5724893	chr19	5724492	5724893
Sf1	chr19:5925501..5925902	chr19	5925501	5925902
Sf1	chr19:5929541..5929942	chr19	5929541	5929942
Sf1	chr19:5929998..5930399	chr19	5929998	5930399
Sf1	chr19:5931597..5931998	chr19	5931597	5931998
Sf1	chr19:5954593..5954994	chr19	5954593	5954994
Sf1	chr19:6277641..6278042	chr19	6277641	6278042
Sf1	chr19:6278067..6278468	chr19	6278067	6278468
Sgk1	chr10:21608430..21608831	chr10	21328236	21328637
Sgk1	chr10:21685955..21686356	chr10	21405761	21406162
Sh2b2	chr5:136034913..136035314	chr5	136510783	136511184
Sh2b2	chr5:136217288..136217689	chr5	136693158	136693559
Sh2b2	chr5:136245826..136246227	chr5	136721696	136722097
Sh2b2	chr5:136247258..136247659	chr5	136723128	136723529
Sh3glb1	chr3:144668945..144669346	chr3	144331909	144332310
Sh3glb1	chr3:144703903..144704304	chr3	144366867	144367268
Sh3glb1	chr3:144704310..144704711	chr3	144367274	144367675
Sh3pxd2b	chr11:32349558..32349959	chr11	32249558	32249959
Sh3pxd2b	chr11:32350127..32350528	chr11	32250127	32250528
Sh3pxd2b	chr11:32358339..32358740	chr11	32258339	32258740
Sik3	chr9:45959719..45960120	chr9	45767802	45768203
Sik3	chr9:46110571..46110972	chr9	45918654	45919055
Sik3	chr9:46119882..46120283	chr9	45927965	45928366
Sik3	chr9:46175352..46175753	chr9	45983435	45983836
Six1	chr12:73444819..73445220	chr12	74545806	74546207
Six1	chr12:73449117..73449518	chr12	74550104	74550505
Sla	chr15:66795284..66795685	chr15	66626846	66627247
Slamf1	chr1:171618979..171619380	chr1	173549110	173549511
Slamf7	chr1:171618979..171619380	chr1	173549110	173549511
Slamf7	chr1:171631525..171631926	chr1	173561656	173562057
Slamf7	chr1:171642405..171642806	chr1	173572536	173572937
Slamf7	chr1:171643625..171644026	chr1	173573756	173574157
Slamf7	chr1:171658442..171658843	chr1	173588573	173588974
Slamf7	chr1:171660277..171660678	chr1	173590408	173590809
Slamf7	chr1:171661728..171662129	chr1	173591859	173592260
Slc11a2	chr15:98993022..98993423	chr15	98823453	98823854
Slc15a3	chr19:10690456..10690857	chr19	10764946	10765347
Slc15a3	chr19:10845353..10845754	chr19	10919843	10920244
Slc16a1	chr3:105059875..105060276	chr3	104862793	104863194
Slc16a3	chr11:121697615..121698016	chr11	121558929	121559330
Slc20a1	chr2:128467477..128467878	chr2	128293213	128293614
Slc20a1	chr2:129263028..129263429	chr2	129088764	129089165
Slc20a1	chr2:129319955..129320356	chr2	129145691	129146092
Slc20a1	chr2:129330649..129331050	chr2	129156385	129156786
Slc23a2	chr2:132112242..132112643	chr2	131937978	131938379
Slc23a2	chr2:132131293..132131694	chr2	131957029	131957430
Slc23a2	chr2:132150888..132151289	chr2	131976624	131977025
Slc23a2	chr2:132180673..132181074	chr2	132006409	132006810
Slc25a25	chr2:31442469..31442870	chr2	31297989	31298390
Slc25a25	chr2:32162148..32162549	chr2	32017668	32018069
Slc25a25	chr2:32897574..32897975	chr2	32753094	32753495
Slc25a25	chr2:32898114..32898515	chr2	32753634	32754035
Slc2a1	chr4:119102192..119102593	chr4	118774797	118775198
Slc38a1	chr15:96466506..96466907	chr15	96296937	96297338
Slc39a14	chr14:70370516..70370917	chr14	70770323	70770724
Slc41a2	chr10:82923570..82923971	chr10	82386315	82386716
